county_pid,owner,owner_group,situs_address,municipality,property_use,property_type,acres,total_value,touching_parcels,touching_parcels_not_county_owned,polaris_url
03505423,MECKLENBURG COUNTY,County government,140 VALLEYDALE RD CHARLOTTE NC,CHARLOTTE,RECYCLING,Unclassified,50.284,10724200,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=03505423
12306212,MECKLENBURG COUNTY,County government,209 W KINGSTON AV CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",0.635,5384900,9,5,https://polaris3g.mecklenburgcountync.gov/?pid=12306212
11107301,MECKLENBURG COUNTY,County government,8400 REEDY CREEK RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,REC AREA,"Public land, ROW & utility",10.922,321300,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=11107301
02739139,MECKLENBURG COUNTY,County government,5702 STREAM RIDGE DR CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",4.135,13800,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=02739139
20514103,MECKLENBURG COUNTY,County government,SOUTHERN LOOP BV CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.422,120400,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=20514103
10927440,MECKLENBURG COUNTY,County government,CRANE POINT DR CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",2.656,80300,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=10927440
02723197,MECKLENBURG COUNTY,County government,2908 HEATHCROFT CT CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,0.958,23000,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=02723197
13512119,MECKLENBURG COUNTY,County government,3849 ASHLEY HALL DR CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",1.682,69100,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=13512119
01509104,MECKLENBURG COUNTY,County government,8200 GILEAD RD HUNTERSVILLE NC,HUNTERSVILLE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",24.587,2673900,9,3,https://polaris3g.mecklenburgcountync.gov/?pid=01509104
23102198,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),COUNTRY LN CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,1.567,303900,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=23102198
10116336,MECKLENBURG COUNTY,County government,2724 TEMPLE LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",2.701,570000,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=10116336
02930501,MECKLENBURG COUNTY,County government,4341 RIDGE RD CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,3.749,233500,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=02930501
00904103,MECKLENBURG COUNTY,County government,ERVIN COOK RD HUNTERSVILLE NC,HUNTERSVILLE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",72.468,717100,9,3,https://polaris3g.mecklenburgcountync.gov/?pid=00904103
17325416,MECKLENBURG COUNTY,County government,2200 RAMBLEWOOD LN CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",3.404,677900,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=17325416
16722197,MECKLENBURG COUNTY,County government,MOUNTING ROCK RD CHARLOTTE NC,CHARLOTTE,INDUSTRIAL,Industrial & warehouse,1.859,67100,9,3,https://polaris3g.mecklenburgcountync.gov/?pid=16722197
11107302,MECKLENBURG COUNTY,County government,8120 REEDY CREEK RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,12.722,832900,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=11107302
15704107,MECKLENBURG COUNTY,County government,335 BILLINGSLEY RD CHARLOTTE NC,CHARLOTTE,OFFICE,Commercial & office,1.324,3493400,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=15704107
04708343,MECKLENBURG COUNTY,County government,DOBY SPRINGS DR CHARLOTTE NC,CHARLOTTE,RURAL HOMESITE,Single-family homes,2.985,295400,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=04708343
01921560,MECKLENBURG COUNTY,County government,13499 ASBURY CHAPEL RD HUNTERSVILLE NC,HUNTERSVILLE,OTHER MUNICIPAL,"Public land, ROW & utility",5.762,0,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=01921560
20704108,MECKLENBURG COUNTY,County government,2210 SHARON RD CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",3.770,309500,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=20704108
16920309,MECKLENBURG COUNTY,County government,5400 CHERRYCREST LN CHARLOTTE NC,CHARLOTTE,MULTI FAMILY,Multi-family,16.610,3069800,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=16920309
07323215,MECKLENBURG COUNTY,County government,1201 W TRADE ST CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",6.396,20706500,9,2,https://polaris3g.mecklenburgcountync.gov/?pid=07323215
09713112,MECKLENBURG COUNTY,County government,AMERICANA AV CHARLOTTE NC,CHARLOTTE,COMMERCIAL,Commercial & office,1.309,277000,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=09713112
22315105,MECKLENBURG COUNTY,County government,N I-485 OUTER HY CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",28.111,875800,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=22315105
01937104,MECKLENBURG COUNTY,County government,HOLBROOKS RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,12.748,496800,9,5,https://polaris3g.mecklenburgcountync.gov/?pid=01937104
16721410,MECKLENBURG COUNTY,County government,1638 RANCHWOOD DR CHARLOTTE NC,CHARLOTTE,INDUSTRIAL,Industrial & warehouse,4.340,141200,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=16721410
20123299,MECKLENBURG COUNTY,County government,10521 HUNTINGTON MEADOW LN CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",0.721,116000,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=20123299
13107102,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),3100 WINTERFIELD PL CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,15.341,10322800,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=13107102
03731299,MECKLENBURG COUNTY,County government,MCINTYRE RIDGE DR CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",0.076,900,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=03731299
00926298,MECKLENBURG COUNTY,County government,GLADE CT HUNTERSVILLE NC,HUNTERSVILLE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",1.007,12900,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=00926298
04510201,MECKLENBURG COUNTY,County government,5500 N GRAHAM ST CHARLOTTE NC,CHARLOTTE,COMMERCIAL,Commercial & office,4.750,1320500,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=04510201
06708310,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),1901 HERBERT SPAUGH LN CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,24.457,12860800,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=06708310
02706204,MECKLENBURG COUNTY,County government,12430 DEARMON RD CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,12.523,710600,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=02706204
06106131,MECKLENBURG COUNTY,County government,BRISTOL DR CHARLOTTE NC,CHARLOTTE,REC AREA,"Public land, ROW & utility",2.588,150300,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=06106131
22729255,MECKLENBURG COUNTY,County government,KIPPERLY CT MATTHEWS NC,MATTHEWS,GREENWAY TRAIL,"Public land, ROW & utility",0.794,8700,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=22729255
22708670,MECKLENBURG COUNTY,County government,HIGH RIDGE RD CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",5.820,64000,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=22708670
15704112,MECKLENBURG COUNTY,County government,429 BILLINGSLEY RD CHARLOTTE NC,CHARLOTTE,OFFICE,Commercial & office,3.097,8139000,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=15704112
08503106,MECKLENBURG COUNTY ABC BOARD,Library / ABC / Landmarks,3333 N TRYON ST CHARLOTTE NC,CHARLOTTE,OTHER MUNICIPAL,"Public land, ROW & utility",18.803,12004400,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=08503106
08901450,MECKLENBURG COUNTY,County government,BEECHWAY CR CHARLOTTE NC,CHARLOTTE,MULTI FAMILY,Multi-family,0.866,225600,9,1,https://polaris3g.mecklenburgcountync.gov/?pid=08901450
07704801,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),2400 CARMINE ST CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,26.945,14409600,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=07704801
20710222,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,Hospital Authority (Atrium),PARK RD PINEVILLE NC,PINEVILLE,COMMERCIAL,Commercial & office,1.031,1204900,9,4,https://polaris3g.mecklenburgcountync.gov/?pid=20710222
03115228,MECKLENBURG COUNTY,County government,11650 CARRINGTON HILL DR CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,9.374,261600,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=03115228
03145110,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),1011 MT HOLLY-HUNTERSVILLE RD CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,15.485,12236800,9,5,https://polaris3g.mecklenburgcountync.gov/?pid=03145110
03921113,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),4440 NORTHPOINTE INDUSTRIAL BV CHARLOTTE NC,CHARLOTTE,OTHER MUNICIPAL,"Public land, ROW & utility",27.338,4072500,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=03921113
23105380,MECKLENBURG COUNTY,County government,3330 ALLENWOOD RD CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",0.799,25100,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=23105380
21912422,MECKLENBURG COUNTY,County government,13745 S TRYON ST CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,4.985,548200,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=21912422
21310118,MECKLENBURG COUNTY,County government,SARDIS RD CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",2.526,77800,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=21310118
03319199,MECKLENBURG COUNTY,County government,PRIMM RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,FLUM/SWIM FLOODWAY (NO BUILD ZONE),"Vacant, floodplain & farm",22.281,98500,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=03319199
09103355,MECKLENBURG COUNTY,County government,4221 DINGLEWOOD AV CHARLOTTE NC,CHARLOTTE,REC AREA,"Public land, ROW & utility",1.039,455000,9,5,https://polaris3g.mecklenburgcountync.gov/?pid=09103355
00704123,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),635 SOUTH ST DAVIDSON NC,DAVIDSON,SCHOOL - PUBLIC,Institutional,18.724,19537000,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=00704123
00918396,MECKLENBURG COUNTY,County government,SHARROW BAY CT HUNTERSVILLE NC,HUNTERSVILLE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",2.320,15700,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=00918396
03710102,MECKLENBURG COUNTY,County government,FRANK VANCE RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,31.584,1528000,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=03710102
11138296,MECKLENBURG COUNTY,County government,SAM DEE RD CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",2.780,6000,9,6,https://polaris3g.mecklenburgcountync.gov/?pid=11138296
01934110,MECKLENBURG COUNTY,County government,TRAILS END LN UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,42.029,1392300,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=01934110
09312601,MECKLENBURG COUNTY,County government,3217 HARROW PL CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL,Single-family homes,0.745,178500,9,4,https://polaris3g.mecklenburgcountync.gov/?pid=09312601
11505108,MECKLENBURG COUNTY,County government,4435 GOLF ACRES DR CHARLOTTE NC,CHARLOTTE,INDUSTRIAL,Industrial & warehouse,29.148,2264200,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=11505108
19307307,MECKLENBURG COUNTY,County government,MARGARET WALLACE RD CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",1.014,57700,9,7,https://polaris3g.mecklenburgcountync.gov/?pid=19307307
16520220,MECKLENBURG COUNTY,County government,VESTAL PL CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,1.042,47000,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=16520220
20301121,MECKLENBURG COUNTY,County government,W ARROWOOD RD CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",2.401,253100,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=20301121
02932172,MECKLENBURG COUNTY,County government,6335 PROSPERITY RIDGE RD CHARLOTTE NC,CHARLOTTE,MULTI FAMILY,Multi-family,3.877,834100,9,9,https://polaris3g.mecklenburgcountync.gov/?pid=02932172
05122182,MECKLENBURG COUNTY,County government,MALLARD CROSSING DR CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",3.299,3700,9,8,https://polaris3g.mecklenburgcountync.gov/?pid=05122182
12311601,MECKLENBURG COUNTY,County government,600 E PARK AV CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL,Single-family homes,0.540,687500,8,8,https://polaris3g.mecklenburgcountync.gov/?pid=12311601
05129316,MECKLENBURG COUNTY,County government,2091 KATHERINE KIKER RD CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",1.573,11200,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=05129316
22917119,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),11532 GOLF LINKS DR CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,10.047,33274400,8,8,https://polaris3g.mecklenburgcountync.gov/?pid=22917119
00503209,MECKLENBURG COUNTY,County government,10000 BAILEY RD CORNELIUS NC,CORNELIUS,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,4.021,408000,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=00503209
08705750,MECKLENBURG COUNTY,County government,801 W SUGAR CREEK RD CHARLOTTE NC,CHARLOTTE,REC AREA,"Public land, ROW & utility",4.971,813000,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=08705750
13314113,MECKLENBURG COUNTY,County government,FARM POND LN CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",2.236,73800,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=13314113
22531131,MECKLENBURG COUNTY,County government,RAINTREE LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",7.852,305700,8,8,https://polaris3g.mecklenburgcountync.gov/?pid=22531131
12904134,MECKLENBURG COUNTY,County government,1504 ST GEORGE ST CHARLOTTE NC,CHARLOTTE,FLUM/SWIM FLOODWAY (NO BUILD ZONE),"Vacant, floodplain & farm",3.464,232300,8,3,https://polaris3g.mecklenburgcountync.gov/?pid=12904134
01316498,MECKLENBURG COUNTY,County government,HORSESHOE CREEK DR HUNTERSVILLE NC,HUNTERSVILLE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,1.206,106300,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=01316498
19904142,MECKLENBURG COUNTY,County government,14315 SOLDIER RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,11.539,517100,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=19904142
08704118,MECKLENBURG COUNTY,County government,1007 AMBLE DR CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",9.831,8404100,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=08704118
01706212,MECKLENBURG COUNTY PARKS AND RECREATION DEPARTMENT,County government,STATESVILLE RD HUNTERSVILLE NC,HUNTERSVILLE,SINGLE FAMILY RESIDENTIAL,Single-family homes,14.587,452300,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=01706212
00503289,MECKLENBURG COUNTY,County government,10099 BAILEY RD CORNELIUS NC,CORNELIUS,GREENWAY TRAIL,"Public land, ROW & utility",3.445,248000,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=00503289
04310408,MECKLENBURG COUNTY,County government,4628 LYNN LEE CR CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL,Single-family homes,1.248,567300,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=04310408
10520207,MECKLENBURG COUNTY,County government,PLAZA RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,14.420,514800,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=10520207
01521215,MECKLENBURG COUNTY,County government,BEATTIES FORD RD HUNTERSVILLE NC,HUNTERSVILLE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,9.589,368200,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=01521215
02511323,MECKLENBURG COUNTY,County government,9452 REAMES RD CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",6.947,143000,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=02511323
00906119,MECKLENBURG COUNTY,County government,GILEAD RD HUNTERSVILLE NC,HUNTERSVILLE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",15.623,18300,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=00906119
22940199,MECKLENBURG COUNTY,County government,FAIRHOPE CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",8.435,159500,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=22940199
13511102,MECKLENBURG COUNTY,County government,7103 LEA WOOD LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",4.920,109400,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=13511102
16516116,MECKLENBURG COUNTY,County government,2312 MARGARET WALLACE RD CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",4.898,447200,8,4,https://polaris3g.mecklenburgcountync.gov/?pid=16516116
01303225,MECKLENBURG COUNTY,County government,NECK RD HUNTERSVILLE NC,HUNTERSVILLE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,6.817,343500,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=01303225
12524102,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,Hospital Authority (Atrium),1613 E MOREHEAD ST CHARLOTTE NC,CHARLOTTE,COMMERCIAL,Commercial & office,1.121,12622300,8,8,https://polaris3g.mecklenburgcountync.gov/?pid=12524102
01545105,MECKLENBURG COUNTY,County government,BEATTIES FORD RD HUNTERSVILLE NC,HUNTERSVILLE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,42.350,1411100,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=01545105
19107116,MECKLENBURG COUNTY,County government,7592 E INDEPENDENCE BV CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",14.589,447000,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=19107116
10722146,MECKLENBURG COUNTY,County government,TIBURON CR CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,0.939,70800,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=10722146
21310170,MECKLENBURG COUNTY,County government,SARDIS RD CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",0.610,35700,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=21310170
12306209,MECKLENBURG COUNTY,County government,1712 HAWKINS ST CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",0.137,1111400,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=12306209
21727113,MECKLENBURG COUNTY,County government,17501 MCKEE RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,31.620,2084700,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=21727113
22102106,MECKLENBURG COUNTY,County government,701 MAIN ST PINEVILLE NC,PINEVILLE,SINGLE FAMILY RESIDENTIAL,Single-family homes,1.971,401400,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=22102106
02910101,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),14015 MALLARD ROOST RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,COMMERCIAL,Commercial & office,6.328,11349300,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=02910101
01535245,MECKLENBURG COUNTY,County government,BRADFORD HILL LN HUNTERSVILLE NC,HUNTERSVILLE,SINGLE FAMILY RESIDENTIAL,Single-family homes,12.240,762600,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=01535245
09510272,MECKLENBURG COUNTY,County government,1915 ARNOLD DR CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL,Single-family homes,0.176,160000,8,4,https://polaris3g.mecklenburgcountync.gov/?pid=09510272
13731158,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),10505 CLEAR CREEK COMMERCE DR MINT HILL NC,MINT HILL,SCHOOL - PUBLIC,Institutional,63.568,38491000,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=13731158
13510268,MECKLENBURG COUNTY,County government,BALD RIDGE DR CHARLOTTE NC,CHARLOTTE,SINGLE FAMILY RESIDENTIAL,Single-family homes,0.575,27500,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=13510268
14501322,MECKLENBURG COUNTY,County government,REMOUNT RD CHARLOTTE NC,CHARLOTTE,REC AREA,"Public land, ROW & utility",0.735,79800,8,1,https://polaris3g.mecklenburgcountync.gov/?pid=14501322
10927326,MECKLENBURG COUNTY,County government,OTTAWA LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",1.397,62700,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=10927326
11104203,MECKLENBURG COUNTY,County government,CAMBRIDGE COMMONS DR CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",10.959,51400,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=11104203
09711120,MECKLENBURG COUNTY,County government,201 EASTWAY DR CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",7.348,20869100,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=09711120
02725474,MECKLENBURG COUNTY,County government,MALLARD CREEK RD CHARLOTTE NC,CHARLOTTE,100 YEAR FLOOD PLAIN - AC,"Vacant, floodplain & farm",4.489,60700,8,4,https://polaris3g.mecklenburgcountync.gov/?pid=02725474
19904117,MECKLENBURG COUNTY,County government,14444 SHOPTON RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,62.127,3088000,8,4,https://polaris3g.mecklenburgcountync.gov/?pid=19904117
11342101,MECKLENBURG COUNTY,County government,10325 PASCHALL RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,58.853,2452400,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=11342101
12521C99,MECKLENBURG COUNTY,County government,741 KENILWORTH AV CHARLOTTE NC,CHARLOTTE,OFFICE CONDOMINIUM,Condo & townhouse,1.813,668500,8,1,https://polaris3g.mecklenburgcountync.gov/?pid=12521C99
12521C99,MECKLENBURG COUNTY,County government,741 KENILWORTH AV CHARLOTTE NC,CHARLOTTE,OFFICE CONDOMINIUM,Condo & townhouse,1.813,1773800,8,1,https://polaris3g.mecklenburgcountync.gov/?pid=12521C99
12521C99,MECKLENBURG COUNTY,County government,741 KENILWORTH AV CHARLOTTE NC,CHARLOTTE,OFFICE CONDOMINIUM,Condo & townhouse,1.813,2749600,8,1,https://polaris3g.mecklenburgcountync.gov/?pid=12521C99
02715318,CHARLOTTE MECKLENBURG BOARD OF EDUCATION,CMS (Board of Education),4911 HUCKS RD CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,26.027,11033100,8,6,https://polaris3g.mecklenburgcountync.gov/?pid=02715318
02729166,MECKLENBURG COUNTY,County government,SAXONBURY WY CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",2.812,17400,8,7,https://polaris3g.mecklenburgcountync.gov/?pid=02729166
02302269,MECKLENBURG COUNTY,County government,NECK RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,RURAL HOMESITE,Single-family homes,3.347,206900,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=02302269
03522110,MECKLENBURG COUNTY,County government,6720 OLD PLANK RD UNINC NC,MECKLENBURG COUNTY-UNINCORPORATED,SINGLE FAMILY RESIDENTIAL - ACREAGE,Single-family homes,5.352,285500,8,3,https://polaris3g.mecklenburgcountync.gov/?pid=03522110
22904118,MECKLENBURG COUNTY,County government,9508 COMMUNITY HOUSE RD CHARLOTTE NC,CHARLOTTE,REC AREA,"Public land, ROW & utility",11.068,393400,8,4,https://polaris3g.mecklenburgcountync.gov/?pid=22904118
08110213,MECKLENBURG COUNTY,County government,616 E 19TH ST CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",0.344,104000,8,5,https://polaris3g.mecklenburgcountync.gov/?pid=08110213
